DataCenter, IP, Model, Avail, Max, Used
DEN, 78.39.76.8, DENA15B11SW04, Nexus 3048, 25, 52, 27
DEN, 78.39.76.9, DENA15B12SW04, Nexus 3048, 29, 52, 23
